"game_date","week","home_team","away_team","winner","tie","weekday","time","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_name","home_team_city","away_team_name","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","game_year"
2005-11-20,"11","Washington Redskins","Oakland Raiders","Oakland Raiders",NA,"Sun",13:02:00,16,13,336,1,246,3,"Redskins","Washington","Raiders","Oakland",1260275,716999,543276,90129,10,6,359,293,66,4.1,1.9,6,2.6,3.4,1,0,2005
2005-11-20,"11","Baltimore Ravens","Pittsburgh Steelers","Baltimore Ravens",NA,"Sun",13:02:00,16,13,241,2,282,2,"Ravens","Baltimore","Steelers","Pittsburgh",1097015,563076,533939,70601,6,10,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,0,0,2005
2005-11-20,"11","Cleveland Browns","Miami Dolphins","Cleveland Browns",NA,"Sun",13:03:00,22,0,376,1,194,2,"Browns","Cleveland","Dolphins","Miami",1081072,578330,502742,72773,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,0,0,2005
2005-11-20,"11","New York Giants","Philadelphia Eagles","New York Giants",NA,"Sun",13:04:00,27,17,315,0,404,1,"Giants","New York","Eagles","Philadelphia",1157637,628519,529118,78626,11,5,422,314,108,6.8,0.7,7.5,5.8,1.7,1,0,2005
2005-11-20,"11","Atlanta Falcons","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Sun",13:05:00,30,27,258,1,443,2,"Falcons","Atlanta","Buccaneers","Tampa Bay",1104620,565106,539514,70794,8,8,351,341,10,0.6,-1.9,-1.2,1.1,-2.3,0,0,2005
2005-11-20,"11","San Francisco 49ers","Seattle Seahawks","Seattle Seahawks",NA,"Sun",16:05:00,27,25,373,0,336,1,"49ers","San Francisco","Seahawks","Seattle",1113073,523426,589647,63590,4,12,239,428,-189,-11.8,0.7,-11.1,-5.6,-5.5,0,0,2005
2005-11-20,"11","Cincinnati Bengals","Indianapolis Colts","Indianapolis Colts",NA,"Sun",16:15:00,45,37,451,1,492,1,"Bengals","Cincinnati","Colts","Indianapolis",1069357,526469,542888,65995,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,1,0,2005
2005-11-20,"11","Denver Broncos","New York Jets","Denver Broncos",NA,"Sun",16:15:00,27,0,404,1,195,5,"Broncos","Denver","Jets","New York",1167388,608790,558598,76255,13,3,395,258,137,8.6,2.2,10.8,5,5.8,1,0,2005
2005-11-20,"11","San Diego Chargers","Buffalo Bills","San Diego Chargers",NA,"Sun",16:15:00,48,10,478,0,202,2,"Chargers","San Diego","Bills","Buffalo",1090332,529916,560416,65602,9,7,418,312,106,6.6,3.3,9.9,7.1,2.9,0,0,2005
2005-11-20,"11","Houston Texans","Kansas City Chiefs","Kansas City Chiefs",NA,"Sun",20:37:00,45,17,446,1,259,3,"Texans","Houston","Chiefs","Kansas City",1094938,562397,532541,70481,2,14,260,431,-171,-10.7,0.7,-10,-4.4,-5.7,0,0,2005
2005-11-21,"11","Green Bay Packers","Minnesota Vikings","Minnesota Vikings",NA,"Mon",21:07:00,20,17,331,2,236,2,"Packers","Green Bay","Vikings","Minnesota",1099618,562419,537199,70610,4,12,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,0,0,2005
2005-11-24,"12","Detroit Lions","Atlanta Falcons","Atlanta Falcons",NA,"Thu",12:40:00,27,7,402,2,304,4,"Lions","Detroit","Falcons","Atlanta",1016559,492580,523979,62390,5,11,254,345,-91,-5.7,-1,-6.7,-4.3,-2.4,0,0,2005
2005-11-24,"12","Dallas Cowboys","Denver Broncos","Denver Broncos",NA,"Thu",16:17:00,24,21,293,2,314,2,"Cowboys","Dallas","Broncos","Denver",1081038,505258,575780,63273,9,7,325,308,17,1.1,2.1,3.2,-0.1,3.2,0,0,2005
2005-11-27,"12","Kansas City Chiefs","New England Patriots","Kansas City Chiefs",NA,"Sun",13:00:00,26,16,420,1,306,4,"Chiefs","Kansas City","Patriots","New England",1180710,623325,557385,78025,10,6,403,325,78,4.9,2.1,7,5.1,1.9,0,0,2005
2005-11-27,"12","Buffalo Bills","Carolina Panthers","Carolina Panthers",NA,"Sun",13:02:00,13,9,295,1,216,1,"Bills","Buffalo","Panthers","Carolina",1090208,575248,514960,71440,5,11,271,367,-96,-6,0.2,-5.8,-4,-1.8,0,0,2005
2005-11-27,"12","Washington Redskins","San Diego Chargers","San Diego Chargers",NA,"Sun",13:02:00,23,17,397,3,282,0,"Redskins","Washington","Chargers","San Diego",1260275,716999,543276,84930,10,6,359,293,66,4.1,1.9,6,2.6,3.4,1,0,2005
2005-11-27,"12","Minnesota Vikings","Cleveland Browns","Minnesota Vikings",NA,"Sun",13:02:00,24,12,281,2,262,5,"Vikings","Minnesota","Browns","Cleveland",1063788,511960,551828,63814,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,0,0,2005
2005-11-27,"12","Tampa Bay Buccaneers","Chicago Bears","Chicago Bears",NA,"Sun",13:02:00,13,10,239,1,275,1,"Buccaneers","Tampa Bay","Bears","Chicago",1044836,521741,523095,65506,11,5,300,274,26,1.6,-2.6,-1,-2.8,1.8,1,0,2005
2005-11-27,"12","Houston Texans","St. Louis Rams","St. Louis Rams",NA,"Sun",13:03:00,33,27,429,1,412,2,"Texans","Houston","Rams","St. Louis",1094938,562397,532541,70010,2,14,260,431,-171,-10.7,0.7,-10,-4.4,-5.7,0,0,2005
2005-11-27,"12","Tennessee Titans","San Francisco 49ers","Tennessee Titans",NA,"Sun",13:03:00,33,22,461,1,261,4,"Titans","Tennessee","49ers","San Francisco",1059178,553192,505986,69149,4,12,299,421,-122,-7.6,0.1,-7.6,-2,-5.5,0,0,2005
2005-11-27,"12","Cincinnati Bengals","Baltimore Ravens","Cincinnati Bengals",NA,"Sun",13:03:00,42,29,437,3,322,3,"Bengals","Cincinnati","Ravens","Baltimore",1069357,526469,542888,65680,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,1,0,2005
2005-11-27,"12","Oakland Raiders","Miami Dolphins","Miami Dolphins",NA,"Sun",16:05:00,33,21,394,3,305,3,"Raiders","Oakland","Dolphins","Miami",1013461,418450,595011,49097,4,12,290,383,-93,-5.8,3,-2.8,-1.2,-1.6,0,0,2005
2005-11-27,"12","Arizona Cardinals","Jacksonville Jaguars","Jacksonville Jaguars",NA,"Sun",16:06:00,24,17,295,0,368,2,"Cardinals","Arizona","Jaguars","Jacksonville",920848,401035,519813,39198,5,11,311,387,-76,-4.8,-0.2,-5,-2,-3,0,0,2005
2005-11-27,"12","Philadelphia Eagles","Green Bay Packers","Philadelphia Eagles",NA,"Sun",16:16:00,19,14,264,1,292,5,"Eagles","Philadelphia","Packers","Green Bay",1109699,541393,568306,67665,6,10,310,388,-78,-4.9,2.6,-2.3,-0.7,-1.7,0,0,2005
2005-11-27,"12","Seattle Seahawks","New York Giants","Seattle Seahawks",NA,"Sun",16:16:00,24,21,355,2,490,1,"Seahawks","Seattle","Giants","New York",1067926,532954,534972,67102,13,3,452,271,181,11.3,-2.2,9.1,5.8,3.4,1,0,2005
2005-11-27,"12","New York Jets","New Orleans Saints","New Orleans Saints",NA,"Sun",20:37:00,21,19,269,0,360,0,"Jets","New York","Saints","New Orleans",1202681,619958,582723,77152,4,12,240,355,-115,-7.2,0.8,-6.4,-5.2,-1.2,0,0,2005
2005-11-28,"12","Indianapolis Colts","Pittsburgh Steelers","Indianapolis Colts",NA,"Mon",21:08:00,26,7,366,1,197,2,"Colts","Indianapolis","Steelers","Pittsburgh",1005498,457373,548125,57442,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,1,0,2005
2005-12-04,"13","Pittsburgh Steelers","Cincinnati Bengals","Cincinnati Bengals",NA,"Sun",13:02:00,38,31,324,0,474,4,"Steelers","Pittsburgh","Bengals","Cincinnati",1048739,507434,541305,63044,11,5,389,258,131,8.2,-0.4,7.8,3.8,4,1,1,2005
2005-12-04,"13","Indianapolis Colts","Tennessee Titans","Indianapolis Colts",NA,"Sun",13:02:00,35,3,292,1,260,1,"Colts","Indianapolis","Titans","Tennessee",1005498,457373,548125,57228,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,1,0,2005
2005-12-04,"13","Detroit Lions","Minnesota Vikings","Minnesota Vikings",NA,"Sun",13:02:00,21,16,345,0,223,1,"Lions","Detroit","Vikings","Minnesota",1016559,492580,523979,61375,5,11,254,345,-91,-5.7,-1,-6.7,-4.3,-2.4,0,0,2005
2005-12-04,"13","Baltimore Ravens","Houston Texans","Baltimore Ravens",NA,"Sun",13:02:00,16,15,238,2,298,2,"Ravens","Baltimore","Texans","Houston",1097015,563076,533939,69909,6,10,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,0,0,2005
2005-12-04,"13","Cleveland Browns","Jacksonville Jaguars","Jacksonville Jaguars",NA,"Sun",13:03:00,20,14,237,1,303,0,"Browns","Cleveland","Jaguars","Jacksonville",1081072,578330,502742,70941,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,0,0,2005
2005-12-04,"13","New York Giants","Dallas Cowboys","New York Giants",NA,"Sun",13:03:00,17,10,277,2,206,4,"Giants","New York","Cowboys","Dallas",1157637,628519,529118,78645,11,5,422,314,108,6.8,0.7,7.5,5.8,1.7,1,0,2005
2005-12-04,"13","Carolina Panthers","Atlanta Falcons","Carolina Panthers",NA,"Sun",13:03:00,24,6,306,1,259,2,"Panthers","Carolina","Falcons","Atlanta",1061837,587700,474137,73661,11,5,391,259,132,8.3,-3.2,5.1,3,2.1,1,0,2005
2005-12-04,"13","Miami Dolphins","Buffalo Bills","Miami Dolphins",NA,"Sun",13:03:00,24,23,434,2,294,3,"Dolphins","Miami","Bills","Buffalo",1107797,575256,532541,72051,9,7,318,317,1,0.1,-0.8,-0.8,-1.1,0.3,0,0,2005
2005-12-04,"13","Chicago Bears","Green Bay Packers","Chicago Bears",NA,"Sun",13:05:00,19,7,190,2,358,4,"Bears","Chicago","Packers","Green Bay",1015156,496965,518191,62177,11,5,260,202,58,3.6,-2.2,1.4,-5.2,6.6,1,0,2005
2005-12-04,"13","New Orleans Saints","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Sun",13:05:00,10,3,248,0,279,4,"Saints","New Orleans","Buccaneers","Tampa Bay",970678,417270,553408,34411,3,13,235,398,-163,-10.2,-0.9,-11.1,-6.2,-4.9,0,0,2005
2005-12-04,"13","St. Louis Rams","Washington Redskins","Washington Redskins",NA,"Sun",16:05:00,24,9,407,0,191,2,"Rams","St. Louis","Redskins","Washington",1036861,523685,513176,65701,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,0,0,2005
2005-12-04,"13","San Francisco 49ers","Arizona Cardinals","Arizona Cardinals",NA,"Sun",16:05:00,17,10,404,2,220,4,"49ers","San Francisco","Cardinals","Arizona",1113073,523426,589647,60439,4,12,239,428,-189,-11.8,0.7,-11.1,-5.6,-5.5,0,0,2005
2005-12-04,"13","Kansas City Chiefs","Denver Broncos","Kansas City Chiefs",NA,"Sun",16:15:00,31,27,421,3,388,2,"Chiefs","Kansas City","Broncos","Denver",1180710,623325,557385,78261,10,6,403,325,78,4.9,2.1,7,5.1,1.9,0,0,2005
2005-12-04,"13","New England Patriots","New York Jets","New England Patriots",NA,"Sun",16:15:00,16,3,397,0,164,1,"Patriots","New England","Jets","New York",1136903,550048,586855,68756,10,6,379,338,41,2.6,0.6,3.1,3.7,-0.5,1,0,2005
2005-12-04,"13","San Diego Chargers","Oakland Raiders","San Diego Chargers",NA,"Sun",20:35:00,34,10,274,0,291,2,"Chargers","San Diego","Raiders","Oakland",1090332,529916,560416,66436,9,7,418,312,106,6.6,3.3,9.9,7.1,2.9,0,0,2005
2005-12-05,"13","Philadelphia Eagles","Seattle Seahawks","Seattle Seahawks",NA,"Mon",21:07:00,42,0,194,0,190,6,"Eagles","Philadelphia","Seahawks","Seattle",1109699,541393,568306,67637,6,10,310,388,-78,-4.9,2.6,-2.3,-0.7,-1.7,0,0,2005
2005-12-11,"14","Jacksonville Jaguars","Indianapolis Colts","Indianapolis Colts",NA,"Sun",13:01:00,26,18,399,0,324,3,"Jaguars","Jacksonville","Colts","Indianapolis",1037856,525519,512337,67164,12,4,361,269,92,5.8,-1,4.8,1.1,3.7,1,0,2005
2005-12-11,"14","New York Jets","Oakland Raiders","New York Jets",NA,"Sun",13:02:00,26,10,294,0,179,4,"Jets","New York","Raiders","Oakland",1202681,619958,582723,77561,4,12,240,355,-115,-7.2,0.8,-6.4,-5.2,-1.2,0,0,2005
2005-12-11,"14","Pittsburgh Steelers","Chicago Bears","Pittsburgh Steelers",NA,"Sun",13:02:00,21,9,363,0,268,0,"Steelers","Pittsburgh","Bears","Chicago",1048739,507434,541305,61237,11,5,389,258,131,8.2,-0.4,7.8,3.8,4,1,1,2005
2005-12-11,"14","Buffalo Bills","New England Patriots","New England Patriots",NA,"Sun",13:02:00,35,7,494,2,183,3,"Bills","Buffalo","Patriots","New England",1090208,575248,514960,71810,5,11,271,367,-96,-6,0.2,-5.8,-4,-1.8,0,0,2005
2005-12-11,"14","Tennessee Titans","Houston Texans","Tennessee Titans",NA,"Sun",13:03:00,13,10,301,0,234,0,"Titans","Tennessee","Texans","Houston",1059178,553192,505986,69149,4,12,299,421,-122,-7.6,0.1,-7.6,-2,-5.5,0,0,2005
2005-12-11,"14","Cincinnati Bengals","Cleveland Browns","Cincinnati Bengals",NA,"Sun",13:03:00,23,20,278,1,208,1,"Bengals","Cincinnati","Browns","Cleveland",1069357,526469,542888,65788,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,1,0,2005
2005-12-11,"14","Carolina Panthers","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Sun",13:03:00,20,10,247,0,276,1,"Panthers","Carolina","Buccaneers","Tampa Bay",1061837,587700,474137,73467,11,5,391,259,132,8.3,-3.2,5.1,3,2.1,1,0,2005
2005-12-11,"14","Minnesota Vikings","St. Louis Rams","Minnesota Vikings",NA,"Sun",13:05:00,27,13,259,2,337,6,"Vikings","Minnesota","Rams","St. Louis",1063788,511960,551828,64005,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,0,0,2005
2005-12-11,"14","Arizona Cardinals","Washington Redskins","Washington Redskins",NA,"Sun",16:05:00,17,13,231,3,302,4,"Cardinals","Arizona","Redskins","Washington",920848,401035,519813,46654,5,11,311,387,-76,-4.8,-0.2,-5,-2,-3,0,0,2005
2005-12-11,"14","Philadelphia Eagles","New York Giants","New York Giants",NA,"Sun",16:05:00,26,23,437,3,337,1,"Eagles","Philadelphia","Giants","New York",1109699,541393,568306,67443,6,10,310,388,-78,-4.9,2.6,-2.3,-0.7,-1.7,0,0,2005
2005-12-11,"14","Seattle Seahawks","San Francisco 49ers","Seattle Seahawks",NA,"Sun",16:06:00,41,3,438,1,113,2,"Seahawks","Seattle","49ers","San Francisco",1067926,532954,534972,66690,13,3,452,271,181,11.3,-2.2,9.1,5.8,3.4,1,0,2005
2005-12-11,"14","Denver Broncos","Baltimore Ravens","Denver Broncos",NA,"Sun",16:15:00,12,10,318,1,323,4,"Broncos","Denver","Ravens","Baltimore",1167388,608790,558598,75651,13,3,395,258,137,8.6,2.2,10.8,5,5.8,1,0,2005
2005-12-11,"14","Dallas Cowboys","Kansas City Chiefs","Dallas Cowboys",NA,"Sun",16:15:00,31,28,445,0,493,1,"Cowboys","Dallas","Chiefs","Kansas City",1081038,505258,575780,63432,9,7,325,308,17,1.1,2.1,3.2,-0.1,3.2,0,0,2005
2005-12-11,"14","San Diego Chargers","Miami Dolphins","Miami Dolphins",NA,"Sun",16:15:00,23,21,300,2,341,3,"Chargers","San Diego","Dolphins","Miami",1090332,529916,560416,65026,9,7,418,312,106,6.6,3.3,9.9,7.1,2.9,0,0,2005
2005-12-11,"14","Green Bay Packers","Detroit Lions","Green Bay Packers",NA,"Sun",20:36:00,16,13,330,2,241,0,"Packers","Green Bay","Lions","Detroit",1099618,562419,537199,70019,4,12,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,0,0,2005
2005-12-12,"14","Atlanta Falcons","New Orleans Saints","Atlanta Falcons",NA,"Mon",21:05:00,36,17,406,1,332,1,"Falcons","Atlanta","Saints","New Orleans",1104620,565106,539514,70083,8,8,351,341,10,0.6,-1.9,-1.2,1.1,-2.3,0,0,2005
2005-12-17,"15","New England Patriots","Tampa Bay Buccaneers","New England Patriots",NA,"Sat",13:33:00,28,0,336,0,138,1,"Patriots","New England","Buccaneers","Tampa Bay",1136903,550048,586855,68756,10,6,379,338,41,2.6,0.6,3.1,3.7,-0.5,1,0,2005
2005-12-17,"15","New York Giants","Kansas City Chiefs","New York Giants",NA,"Sat",17:11:00,27,17,406,2,362,3,"Giants","New York","Chiefs","Kansas City",1157637,628519,529118,78625,11,5,422,314,108,6.8,0.7,7.5,5.8,1.7,1,0,2005
2005-12-17,"15","Buffalo Bills","Denver Broncos","Denver Broncos",NA,"Sat",20:36:00,28,17,437,1,272,0,"Bills","Buffalo","Broncos","Denver",1090208,575248,514960,71887,5,11,271,367,-96,-6,0.2,-5.8,-4,-1.8,0,0,2005
2005-12-18,"15","Indianapolis Colts","San Diego Chargers","San Diego Chargers",NA,"Sun",13:02:00,26,17,453,4,338,3,"Colts","Indianapolis","Chargers","San Diego",1005498,457373,548125,57389,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,1,0,2005
2005-12-18,"15","St. Louis Rams","Philadelphia Eagles","Philadelphia Eagles",NA,"Sun",13:02:00,17,16,201,4,305,1,"Rams","St. Louis","Eagles","Philadelphia",1036861,523685,513176,65382,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,0,0,2005
2005-12-18,"15","Jacksonville Jaguars","San Francisco 49ers","Jacksonville Jaguars",NA,"Sun",13:02:00,10,9,336,0,217,1,"Jaguars","Jacksonville","49ers","San Francisco",1037856,525519,512337,64764,12,4,361,269,92,5.8,-1,4.8,1.1,3.7,1,0,2005
2005-12-18,"15","Houston Texans","Arizona Cardinals","Houston Texans",NA,"Sun",13:02:00,30,19,253,2,301,4,"Texans","Houston","Cardinals","Arizona",1094938,562397,532541,70024,2,14,260,431,-171,-10.7,0.7,-10,-4.4,-5.7,0,0,2005
2005-12-18,"15","Tennessee Titans","Seattle Seahawks","Seattle Seahawks",NA,"Sun",13:03:00,28,24,459,0,417,0,"Titans","Tennessee","Seahawks","Seattle",1059178,553192,505986,69149,4,12,299,421,-122,-7.6,0.1,-7.6,-2,-5.5,0,0,2005
2005-12-18,"15","Miami Dolphins","New York Jets","Miami Dolphins",NA,"Sun",13:03:00,24,20,297,1,397,3,"Dolphins","Miami","Jets","New York",1107797,575256,532541,72650,9,7,318,317,1,0.1,-0.8,-0.8,-1.1,0.3,0,0,2005
2005-12-18,"15","New Orleans Saints","Carolina Panthers","Carolina Panthers",NA,"Sun",13:03:00,27,10,326,2,277,6,"Saints","New Orleans","Panthers","Carolina",970678,417270,553408,32551,3,13,235,398,-163,-10.2,-0.9,-11.1,-6.2,-4.9,0,0,2005
2005-12-18,"15","Minnesota Vikings","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",13:05:00,18,3,275,1,185,3,"Vikings","Minnesota","Steelers","Pittsburgh",1063788,511960,551828,64136,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,0,0,2005
2005-12-18,"15","Oakland Raiders","Cleveland Browns","Cleveland Browns",NA,"Sun",16:05:00,9,7,255,2,256,1,"Raiders","Oakland","Browns","Cleveland",1013461,418450,595011,41862,4,12,290,383,-93,-5.8,3,-2.8,-1.2,-1.6,0,0,2005
2005-12-18,"15","Detroit Lions","Cincinnati Bengals","Cincinnati Bengals",NA,"Sun",16:05:00,41,17,426,2,270,4,"Lions","Detroit","Bengals","Cincinnati",1016559,492580,523979,61749,5,11,254,345,-91,-5.7,-1,-6.7,-4.3,-2.4,0,0,2005
2005-12-18,"15","Washington Redskins","Dallas Cowboys","Washington Redskins",NA,"Sun",16:16:00,35,7,334,1,216,4,"Redskins","Washington","Cowboys","Dallas",1260275,716999,543276,90588,10,6,359,293,66,4.1,1.9,6,2.6,3.4,1,0,2005
2005-12-18,"15","Chicago Bears","Atlanta Falcons","Chicago Bears",NA,"Sun",20:37:00,16,3,226,1,231,3,"Bears","Chicago","Falcons","Atlanta",1015156,496965,518191,62170,11,5,260,202,58,3.6,-2.2,1.4,-5.2,6.6,1,0,2005
2005-12-19,"15","Baltimore Ravens","Green Bay Packers","Baltimore Ravens",NA,"Mon",21:07:00,48,3,435,0,288,5,"Ravens","Baltimore","Packers","Green Bay",1097015,563076,533939,70604,6,10,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,0,0,2005
2005-12-24,"16","Kansas City Chiefs","San Diego Chargers","Kansas City Chiefs",NA,"Sat",13:00:00,20,7,341,0,233,2,"Chiefs","Kansas City","Chargers","San Diego",1180710,623325,557385,75956,10,6,403,325,78,4.9,2.1,7,5.1,1.9,0,0,2005
2005-12-24,"16","Tampa Bay Buccaneers","Atlanta Falcons","Tampa Bay Buccaneers",NA,"Sat",13:02:00,27,24,444,3,281,1,"Buccaneers","Tampa Bay","Falcons","Atlanta",1044836,521741,523095,65482,11,5,300,274,26,1.6,-2.6,-1,-2.8,1.8,1,0,2005
2005-12-24,"16","St. Louis Rams","San Francisco 49ers","San Francisco 49ers",NA,"Sat",13:02:00,24,20,321,0,389,2,"Rams","St. Louis","49ers","San Francisco",1036861,523685,513176,65473,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,0,0,2005
2005-12-24,"16","Carolina Panthers","Dallas Cowboys","Dallas Cowboys",NA,"Sat",13:03:00,24,20,394,2,318,2,"Panthers","Carolina","Cowboys","Dallas",1061837,587700,474137,73436,11,5,391,259,132,8.3,-3.2,5.1,3,2.1,1,0,2005
2005-12-24,"16","Cincinnati Bengals","Buffalo Bills","Buffalo Bills",NA,"Sat",13:03:00,37,27,355,1,374,2,"Bengals","Cincinnati","Bills","Buffalo",1069357,526469,542888,65485,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,1,0,2005
2005-12-24,"16","Miami Dolphins","Tennessee Titans","Miami Dolphins",NA,"Sat",13:03:00,24,10,322,2,234,3,"Dolphins","Miami","Titans","Tennessee",1107797,575256,532541,72001,9,7,318,317,1,0.1,-0.8,-0.8,-1.1,0.3,0,0,2005
2005-12-24,"16","Houston Texans","Jacksonville Jaguars","Jacksonville Jaguars",NA,"Sat",13:03:00,38,20,448,0,370,1,"Texans","Houston","Jaguars","Jacksonville",1094938,562397,532541,70025,2,14,260,431,-171,-10.7,0.7,-10,-4.4,-5.7,0,0,2005
2005-12-24,"16","Cleveland Browns","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sat",13:03:00,41,0,457,1,186,1,"Browns","Cleveland","Steelers","Pittsburgh",1081072,578330,502742,73136,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,0,0,2005
2005-12-24,"16","Washington Redskins","New York Giants","Washington Redskins",NA,"Sat",13:03:00,35,20,380,1,332,1,"Redskins","Washington","Giants","New York",1260275,716999,543276,90477,10,6,359,293,66,4.1,1.9,6,2.6,3.4,1,0,2005
2005-12-24,"16","New Orleans Saints","Detroit Lions","Detroit Lions",NA,"Sat",13:06:00,13,12,279,1,273,1,"Saints","New Orleans","Lions","Detroit",970678,417270,553408,63747,3,13,235,398,-163,-10.2,-0.9,-11.1,-6.2,-4.9,0,0,2005
2005-12-24,"16","Arizona Cardinals","Philadelphia Eagles","Arizona Cardinals",NA,"Sat",16:05:00,27,21,360,1,189,1,"Cardinals","Arizona","Eagles","Philadelphia",920848,401035,519813,44723,5,11,311,387,-76,-4.8,-0.2,-5,-2,-3,0,0,2005
2005-12-24,"16","Denver Broncos","Oakland Raiders","Denver Broncos",NA,"Sat",16:15:00,22,3,414,1,248,2,"Broncos","Denver","Raiders","Oakland",1167388,608790,558598,76212,13,3,395,258,137,8.6,2.2,10.8,5,5.8,1,0,2005
2005-12-24,"16","Seattle Seahawks","Indianapolis Colts","Seattle Seahawks",NA,"Sat",16:17:00,28,13,332,0,387,1,"Seahawks","Seattle","Colts","Indianapolis",1067926,532954,534972,67855,13,3,452,271,181,11.3,-2.2,9.1,5.8,3.4,1,0,2005
2005-12-25,"16","Green Bay Packers","Chicago Bears","Chicago Bears",NA,"Sun",17:11:00,24,17,292,1,365,4,"Packers","Green Bay","Bears","Chicago",1099618,562419,537199,69757,4,12,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,0,0,2005
2005-12-25,"16","Baltimore Ravens","Minnesota Vikings","Baltimore Ravens",NA,"Sun",20:36:00,30,23,367,2,262,1,"Ravens","Baltimore","Vikings","Minnesota",1097015,563076,533939,70246,6,10,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,0,0,2005
2005-12-26,"16","New York Jets","New England Patriots","New England Patriots",NA,"Mon",21:09:00,31,21,321,1,171,3,"Jets","New York","Patriots","New England",1202681,619958,582723,77569,4,12,240,355,-115,-7.2,0.8,-6.4,-5.2,-1.2,0,0,2005
2005-12-31,"17","San Diego Chargers","Denver Broncos","Denver Broncos",NA,"Sat",16:35:00,23,7,241,0,236,2,"Chargers","San Diego","Broncos","Denver",1090332,529916,560416,65513,9,7,418,312,106,6.6,3.3,9.9,7.1,2.9,0,0,2005
2005-12-31,"17","Oakland Raiders","New York Giants","New York Giants",NA,"Sat",20:05:00,30,21,402,0,325,0,"Raiders","Oakland","Giants","New York",1013461,418450,595011,44594,4,12,290,383,-93,-5.8,3,-2.8,-1.2,-1.6,0,0,2005
2005-01-01,"17","Kansas City Chiefs","Cincinnati Bengals","Kansas City Chiefs",NA,"Sun",13:00:00,37,3,537,1,161,2,"Chiefs","Kansas City","Bengals","Cincinnati",1180710,623325,557385,77211,10,6,403,325,78,4.9,2.1,7,5.1,1.9,0,0,2005
2005-01-01,"17","New York Jets","Buffalo Bills","New York Jets",NA,"Sun",13:01:00,30,26,207,0,331,4,"Jets","New York","Bills","Buffalo",1202681,619958,582723,76822,4,12,240,355,-115,-7.2,0.8,-6.4,-5.2,-1.2,0,0,2005
2005-01-01,"17","Tampa Bay Buccaneers","New Orleans Saints","Tampa Bay Buccaneers",NA,"Sun",13:02:00,27,13,285,0,306,3,"Buccaneers","Tampa Bay","Saints","New Orleans",1044836,521741,523095,65379,11,5,300,274,26,1.6,-2.6,-1,-2.8,1.8,1,0,2005
2005-01-01,"17","New England Patriots","Miami Dolphins","Miami Dolphins",NA,"Sun",13:02:00,28,26,378,0,259,1,"Patriots","New England","Dolphins","Miami",1136903,550048,586855,68756,10,6,379,338,41,2.6,0.6,3.1,3.7,-0.5,1,0,2005
2005-01-01,"17","Pittsburgh Steelers","Detroit Lions","Pittsburgh Steelers",NA,"Sun",13:02:00,35,21,331,2,308,2,"Steelers","Pittsburgh","Lions","Detroit",1048739,507434,541305,63794,11,5,389,258,131,8.2,-0.4,7.8,3.8,4,1,1,2005
2005-01-01,"17","Indianapolis Colts","Arizona Cardinals","Indianapolis Colts",NA,"Sun",13:02:00,17,13,218,1,413,2,"Colts","Indianapolis","Cardinals","Arizona",1005498,457373,548125,57211,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,1,0,2005
2005-01-01,"17","Cleveland Browns","Baltimore Ravens","Cleveland Browns",NA,"Sun",13:02:00,20,16,226,3,267,3,"Browns","Cleveland","Ravens","Baltimore",1081072,578330,502742,69871,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,0,0,2005
