"game_date","week","home_team","away_team","winner","tie","weekday","time","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_name","home_team_city","away_team_name","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","game_year"
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bills",NA,NA,NA,1085974,540180,545794,53436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bills",NA,NA,NA,1085974,540180,545794,68756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,62442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,71218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,57053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,78106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,69596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,52016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,73006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panthers",NA,NA,NA,1123313,588861,534452,71015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,70799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,78160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,73659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,70712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,68756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,78292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,64175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bears",NA,NA,NA,1050366,493449,556917,52364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,70925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,68756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,66539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,73073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,71777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,56340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,67431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengals",NA,NA,NA,1025166,485628,539538,64697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,64598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,69143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,61341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,65871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,70046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,68576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,73810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Browns",NA,NA,NA,1083855,539400,544455,71070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,69143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,58739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,68432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,83603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,80520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,61558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,69596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowboys",NA,NA,NA,1293046,720558,572488,80897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,68447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,78160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,68756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,54803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,59401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,76894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,68682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broncos",NA,NA,NA,1156767,615517,541250,66107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,73586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,78160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,52213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,83532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,62487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,68756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,61420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lions",NA,NA,NA,1062760,504198,558562,78408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,68424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,62418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,61736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,70875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,73146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,52386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,70214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packers",NA,NA,NA,1148560,625114,523446,64247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,54063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,77462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,91159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,56375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,69143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,67431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,61070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texans",NA,NA,NA,1115983,574132,541851,65148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,76939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,60601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,71787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,62479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,77975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,67431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,91899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colts",NA,NA,NA,1101258,523004,578254,69143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,69596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,80037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,56553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,69143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,60057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,64328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,70801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguars",NA,NA,NA,1066627,524335,542292,71777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,76900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,70313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,70799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,65260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,68119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,52865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,62387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs",NA,NA,NA,1127251,599743,527508,60865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,69954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,83436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,62413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,65633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,63179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,76987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,78160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolphins",NA,NA,NA,1128798,560280,568518,68756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,55919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,73005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,78054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,68477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,56577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vikings",NA,NA,NA,940423,417906,522517,61792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
